Aimargues,,France,30470,43.68865,4.20431,1,<li><a href="http://dx.doi.org/10.1016/j.tvjl.2011.09.015">German (2012) VET J</a></li>
Aiyinion,,Greece,603 00,40.5011,22.54123,1,<li><a href="http://dx.doi.org/10.1016/j.jad.2012.05.040">Castelo (2012) J AFFECT DISORDERS</a></li>
Akashi-shi,,Japan,673-8558,34.65775,134.98303,1,<li><a href="http://dx.doi.org/10.1016/j.ejso.2012.07.117">Miyake (2012) EJSO-EUR J SURG ONC</a></li>
Akita-shi,,Japan,010-8543,39.7307,140.14957,1,<li><a href="http://dx.doi.org/10.1016/j.rmed.2012.07.001">Sugawara (2012) RESP MED</a></li>
Al Mansurah,,Egypt,35111,31.04246,31.37436,1,<li><a href="http://dx.doi.org/10.1007/s00464-012-2212-9">Abbas (2012) SURG ENDOSC</a></li>
Albacete,,Spain,X,39.00005,-1.86679,1,<li><a href="http://dx.doi.org/10.1186/1471-2474-13-27">Bernabeu-Wittel (2012) BMC MUSCULOSKEL DIS</a></li>
Albany,,United States,X,42.6681,-73.8107,5,<li><a href="http://dx.doi.org/10.1093/geront/gnr134">Gellis (2012) GERONTOLOGIST</a></li><li><a href="http://dx.doi.org/10.1007/s11482-011-9157-3">Malone (2012) APPL RES QUAL LIFE</a></li><li><a href="http://dx.doi.org/10.1007/s11482-011-9157-3">Malone (2012) APPL RES QUAL LIFE</a></li><li><a href="http://dx.doi.org/10.1159/000339863">Kogan (2012) HORM RES PAEDIAT</a></li><li><a href="http://dx.doi.org/10.1159/000339863">Kogan (2012) HORM RES PAEDIAT</a></li>
Albuquerque,,United States,87131,35.09119,-106.62026,14,<li><a href="http://dx.doi.org/10.1111/coa.12015">Mishra (2012) CLIN OTOLARYNGOL</a></li><li><a href="http://dx.doi.org/10.1007/s11136-011-0027-0">Raisch (2012) QUAL LIFE RES</a></li><li><a href="http://dx.doi.org/10.1007/s11136-011-0027-0">Raisch (2012) QUAL LIFE RES</a></li><li><a href="http://dx.doi.org/10.1097/HCR.0b013e318265e0eb">Campbell (2012) J CARDIOPULM REHABIL</a></li><li><a href="http://dx.doi.org/10.1097/HCR.0b013e318265e0eb">Campbell (2012) J CARDIOPULM REHABIL</a></li><li><a href="http://dx.doi.org/10.1097/HCR.0b013e318265e0eb">Campbell (2012) J CARDIOPULM REHABIL</a></li><li><a href="http://dx.doi.org/10.2337/dc11-1791">Sullivan (2012) DIABETES CARE</a></li><li><a href="http://dx.doi.org/10.2337/dc11-1791">Sullivan (2012) DIABETES CARE</a></li><li><a href="http://dx.doi.org/10.1212/WNL.0b013e31825dcdc1">Weaver (2012) NEUROLOGY</a></li><li><a href="http://dx.doi.org/10.7326/0003-4819-156-10-201205150-00003">Fan (2012) ANN INTERN MED</a></li><li><a href="http://dx.doi.org/10.1186/1475-2840-11-35">Raisch (2012) CARDIOVASC DIABETOL</a></li><li><a href="http://dx.doi.org/10.1186/1475-2840-11-35">Raisch (2012) CARDIOVASC DIABETOL</a></li><li><a href="http://dx.doi.org/10.1002/14651858.CD008465.pub2">Mishra (2012) COCHRANE DB SYST REV</a></li><li><a href="http://dx.doi.org/10.1002/14651858.CD007566.pub2">Mishra (2012) COCHRANE DB SYST REV</a></li>
Alcobendas,,Spain,X,40.53875,-3.65124,1,<li><a href="http://dx.doi.org/10.2165/11599400-000000000-00000">Saldana (2012) CLIN DRUG INVEST</a></li>
Alcorcon,,Spain,28922,40.33695,-3.83474,2,<li><a href="http://dx.doi.org/10.1016/j.rec.2011.07.015">de la Cuerda (2012) REV ESP CARDIOL</a></li><li><a href="http://dx.doi.org/10.1016/j.rec.2011.07.015">de la Cuerda (2012) REV ESP CARDIOL</a></li>
Alexandria,,Egypt,X,31.21049,29.91243,2,<li><a href="http://dx.doi.org/10.1186/1471-2369-13-170">ElHafeez (2012) BMC NEPHROL</a></li><li><a href="http://dx.doi.org/10.1186/1471-2369-13-170">ElHafeez (2012) BMC NEPHROL</a></li>
Alexandria,,United States,22314,38.80682,-77.05699,1,<li><a href="http://dx.doi.org/10.1111/j.1365-2516.2011.02623.x">Pokras (2012) HAEMOPHILIA</a></li>
Alexandroupoli,,Greece,681 00,40.86594,25.86621,2,<li><a href="http://dx.doi.org/10.1007/s11136-011-9932-5">Chatzikyriakou (2012) QUAL LIFE RES</a></li><li><a href="http://dx.doi.org/10.1007/s11136-011-9932-5">Chatzikyriakou (2012) QUAL LIFE RES</a></li>
Alges,,Portugal,1499,38.69875,-9.23207,1,<li><a href="http://dx.doi.org/10.1590/S0102-79722012000200004">de Matos (2012) PSICOL-REFLEX CRIT</a></li>
Alicante,,Spain,X,38.34949,-0.50056,5,<li><a href="http://dx.doi.org/10.1016/j.arbres.2011.10.011">Catalan (2012) ARCH BRONCONEUMOL</a></li><li><a href="http://dx.doi.org/10.1016/j.gaceta.2011.07.008">Piqueras (2012) GAC SANIT</a></li><li><a href="http://dx.doi.org/10.1016/j.gaceta.2011.07.008">Piqueras (2012) GAC SANIT</a></li><li><a href="http://dx.doi.org/10.1186/1471-2474-13-27">Bernabeu-Wittel (2012) BMC MUSCULOSKEL DIS</a></li><li><a href="http://dx.doi.org/10.3265/Nefrologia.pre2012.Jun.11426">Parra (2012) NEFROLOGIA</a></li>
Alkmaar,,Netherlands,X,52.63453,4.74595,2,<li><a href="http://dx.doi.org/10.1200/JCO.2012.41.8525">Duijts (2012) J CLIN ONCOL</a></li><li><a href="http://dx.doi.org/10.1007/s00520-010-1073-9">Hilarius (2012) SUPPORT CARE CANCER</a></li>
Allegan,,United States,49010,42.53004,-85.84652,1,<li><a href="http://dx.doi.org/10.1016/j.jamcollsurg.2012.07.014">Bell (2012) J AM COLL SURGEONS</a></li>
Allentown,,United States,X,40.5931,-75.4747,1,<li><a href="http://dx.doi.org/10.1016/j.ajog.2011.08.005">Sand (2012) AM J OBSTET GYNECOL</a></li>
Almelo,,Netherlands,X,52.35495,6.66454,2,<li><a href="http://dx.doi.org/10.1016/j.pec.2011.07.017">Ten Klooster (2012) PATIENT EDUC COUNS</a></li><li><a href="http://dx.doi.org/10.1258/jtt.2011.110504">Hazenberg (2012) J TELEMED TELECARE</a></li>
Almere,,Netherlands,X,52.37669,5.22281,2,<li><a href="http://dx.doi.org/10.1200/JCO.2012.41.8525">Duijts (2012) J CLIN ONCOL</a></li><li><a href="http://dx.doi.org/10.3233/NRE-2012-0737">Passier (2012) NEUROREHABILITATION</a></li>
Almeria,,Spain,X,36.8431,-2.45322,2,<li><a href="http://dx.doi.org/10.1186/1471-2474-13-18">Carbonell-Baeza (2012) BMC MUSCULOSKEL DIS</a></li><li><a href="http://dx.doi.org/10.2522/ptj.20110218">Vancampfort (2012) PHYS THER</a></li>
Ambler,,United States,19002,40.1567,-75.2223,1,<li><a href="http://dx.doi.org/10.3109/17482968.2011.641570">Zamietra (2012) AMYOTROPH LATERAL SC</a></li>
Amherst,,United States,01003,42.3884,-72.52794,1,<li><a href="http://dx.doi.org/10.3109/10884602.2011.645253">Zucker (2012) J ADDICT NURS</a></li>
Amiens,,France,X,49.89311,2.29619,2,<li><a href="http://dx.doi.org/10.1002/acr.21647">Rat (2012) ARTHRIT CARE RES</a></li><li><a href="http://dx.doi.org/10.1007/s00198-011-1720-0">Silverman (2012) OSTEOPOROSIS INT</a></li>
Amman,,Jordan,X,31.95177,35.94045,4,<li><a href="http://dx.doi.org/10.1089/jpm.2012.0208">Lazenby (2012) J PALLIAT MED</a></li><li><a href="http://dx.doi.org/10.1007/s11096-011-9585-z">Jarab (2012) INT J CLIN PHARM-NET</a></li><li><a href="http://dx.doi.org/10.1007/s11096-011-9585-z">Jarab (2012) INT J CLIN PHARM-NET</a></li><li><a href="http://dx.doi.org/10.5888/pcd9.110077">Al-Nsour (2012) PREV CHRONIC DIS</a></li>
Amstelveen,,Netherlands,X,52.30485,4.85682,1,<li><a href="http://dx.doi.org/10.1200/JCO.2012.41.8525">Duijts (2012) J CLIN ONCOL</a></li>
